data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2024-09-14 16:15:15.096479;214;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Grace Carter;feminino;cartão de crédito
2024-09-15 07:45:15.572106;215;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Elise Wright;feminino;pix
2024-09-15 08:32:15.747874;216;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Sonya Bradwell;feminino;boleto
2024-09-15 08:44:16.830113;217;São Paulo;Lucas Pereira;Fone de Ouvido Sony;James Johnson;masculino;dinheiro
2024-09-15 10:24:15.384533;218;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Sarah Mills;feminino;dinheiro
2024-09-15 11:41:17.514370;219;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Frances Gensler;feminino;boleto
2024-09-15 17:47:16.340408;220;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Avis Sands;feminino;boleto
2024-09-16 11:49:13.030825;221;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Rivka Perry;feminino;boleto
2024-09-16 12:51:18.390206;222;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Sara Davis;feminino;cartão de crédito
2024-09-16 13:29:13.685849;223;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Carl Hudak;masculino;cartão de crédito
2024-09-16 13:50:15.146763;224;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Amelia Morris;feminino;pix
2024-09-16 15:49:17.628036;225;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Stephen May;masculino;boleto
2024-09-16 16:19:15.784169;226;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Bill Frentzel;masculino;cartão de crédito
2024-09-16 16:56:17.058000;227;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Shawn Edison;masculino;pix
2024-09-16 17:02:15.876727;228;São Paulo;Lucas Pereira;Smartwatch Garmin;Linda Cardenas;feminino;pix
2024-09-17 08:34:17.275053;229;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Rebecca Stout;feminino;dinheiro
2024-09-17 08:50:17.539709;230;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Mary Mccormack;feminino;dinheiro
2024-09-17 10:40:13.397475;231;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Christina Sykes;feminino;boleto
2024-09-17 14:20:13.236866;232;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Douglas Railey;masculino;dinheiro
2024-09-17 16:24:14.734046;233;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Carroll Olinger;masculino;cartão de crédito
2024-09-17 17:47:16.586686;234;São Paulo;Ana Oliveira;Fone de Ouvido Sony;John Nolan;masculino;pix
2024-09-17 18:17:13.609257;235;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Donald Bakker;masculino;boleto
2024-09-18 08:58:12.819767;236;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Jeanne Jackson;feminino;boleto
2024-09-18 16:23:14.086546;237;Florianópolis;Tiago Lima;Tablet Apple Ipad;Moshe Parikh;masculino;cartão de crédito
2024-09-18 16:26:17.142864;238;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;John Mcguffey;masculino;cartão de crédito
2024-09-18 16:49:15.045977;239;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Sherri Irvin;feminino;cartão de crédito
2024-09-19 10:28:14.514179;240;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Gregory Kessler;masculino;cartão de crédito
2024-09-19 10:33:14.712866;241;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Vincent Kirch;masculino;boleto
2024-09-19 10:47:16.762113;242;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Nicholas Bohland;masculino;boleto
2024-09-19 11:28:13.532699;243;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;John Dean;masculino;dinheiro
2024-09-19 14:32:13.417806;244;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Constance Ford;feminino;pix
2024-09-19 18:22:13.840818;245;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Brenda Coats;feminino;pix
2024-09-20 08:09:17.587184;246;São Paulo;Lucas Pereira;Tablet Apple Ipad;Ricardo Turnage;masculino;dinheiro
2024-09-20 09:38:13.402536;247;Florianópolis;Tiago Lima;Tablet Apple Ipad;Luis Duffie;masculino;cartão de crédito
2024-09-20 10:18:15.440910;248;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Timothy Dail;masculino;dinheiro
2024-09-20 11:01:18.392208;249;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Eric Park;masculino;cartão de crédito
2024-09-20 13:26:16.706062;250;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Elizabeth Rios;feminino;boleto
2024-09-20 14:44:12.999311;251;Florianópolis;Tiago Lima;Smartwatch Garmin;Bruce Bastian;masculino;dinheiro
2024-09-20 14:57:12.830027;252;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Michael Hernandez;masculino;cartão de crédito
2024-09-20 15:40:17.353676;253;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Scottie Daus;masculino;pix
2024-09-20 16:14:14.723941;254;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Betty Strong;feminino;dinheiro
2024-09-21 08:25:16.292311;255;São Paulo;Lucas Pereira;Tablet Apple Ipad;Willie Orona;masculino;cartão de crédito
2024-09-21 14:26:14.770409;256;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Donald Dixon;masculino;pix
2024-09-21 14:41:13.850880;257;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Ryan Stonge;masculino;dinheiro
2024-09-21 15:07:15.151780;258;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Florinda Blevins;feminino;cartão de crédito
2024-09-21 17:13:17.706734;259;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Guadalupe Flores;feminino;boleto
2024-09-22 10:03:17.986979;260;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Rebecca Yono;feminino;pix
2024-09-22 11:18:14.916892;261;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Nicholas Walker;masculino;pix
2024-09-22 16:54:16.336380;262;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Michael Layman;masculino;pix
2024-09-22 18:38:17.092550;263;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Colby Romero;masculino;boleto
2024-09-23 09:26:18.400319;264;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Maryann Willis;feminino;pix
2024-09-23 13:04:14.194525;265;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Leo Alvarez;masculino;cartão de crédito
2024-09-23 13:40:14.028305;266;São Paulo;Lucas Pereira;Tablet Apple Ipad;Diego Taylor;masculino;pix
2024-09-23 14:41:15.602860;267;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Jessica Segrest;feminino;pix
2024-09-23 15:07:16.291309;268;São Paulo;Lucas Pereira;Tablet Apple Ipad;John Lindsey;masculino;boleto
2024-09-24 08:16:18.060259;269;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Christopher Damron;masculino;cartão de crédito
2024-09-24 13:59:17.971768;270;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Janice Dardy;feminino;cartão de crédito
2024-09-25 08:07:17.212426;271;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;David Guttirez;masculino;pix
2024-09-25 09:57:15.387581;272;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Donald Hunt;masculino;pix
2024-09-25 10:44:18.063289;273;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Nadia Ratcliff;feminino;cartão de crédito
2024-09-25 14:42:14.499055;274;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Linda Durkin;feminino;cartão de crédito
2024-09-25 14:54:16.386089;275;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Carmen Guin;feminino;dinheiro
2024-09-26 09:22:17.583156;276;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Sharon Kelley;feminino;dinheiro
2024-09-26 12:22:16.680432;277;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Tim Moody;masculino;pix
2024-09-26 15:24:17.020543;278;Florianópolis;Gabriela Santos;Smartwatch Garmin;Renee Ramirez;feminino;dinheiro
2024-09-26 15:49:16.680432;279;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Stacey Healy;feminino;cartão de crédito
2024-09-26 17:20:16.776210;280;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Janice Bowman;feminino;pix
2024-09-26 18:32:17.660744;281;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Holly Griffith;feminino;pix
2024-09-27 07:38:14.136546;282;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Katherine Streeter;feminino;pix
2024-09-27 09:43:15.289945;283;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;John Estrada;masculino;dinheiro
2024-09-27 12:14:17.021551;284;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Robert Marsella;masculino;cartão de crédito
2024-09-27 14:52:14.110067;285;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Randy Espinoza;masculino;boleto
2024-09-27 17:34:13.281935;286;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Madelyn Stormo;feminino;boleto
2024-09-28 13:07:16.420947;287;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Ricky Mcclain;masculino;boleto
2024-09-28 14:44:13.882214;288;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Steven Ritchie;masculino;dinheiro
2024-09-29 11:35:13.452241;289;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Michael Villela;masculino;pix
2024-09-29 12:46:16.462410;290;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Willian Milton;masculino;cartão de crédito
2024-09-29 14:11:14.770409;291;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;John Geter;masculino;pix
2024-09-30 10:24:16.789317;292;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Annie Wagner;feminino;boleto
2024-09-30 11:10:16.298368;293;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Rachel Lynch;feminino;pix
2024-09-30 11:11:16.729083;294;São Paulo;Lucas Pereira;Tablet Apple Ipad;Rosa Greenman;feminino;boleto
2024-09-30 13:01:16.372848;295;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Eugene Moore;masculino;pix
2024-09-30 14:28:15.120520;296;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Walter Sawtelle;masculino;dinheiro
2024-09-30 16:10:15.922454;297;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Elaine Baldwin;feminino;cartão de crédito
2024-09-30 16:31:14.975292;298;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Norma Coleman;feminino;dinheiro
2024-09-30 17:22:13.938224;299;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Anna Robbins;feminino;pix
2024-09-30 18:30:15.449980;300;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Rosie Mackillop;feminino;boleto
2024-10-01 09:57:18.389205;301;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Donald Lynn;masculino;boleto
2024-10-01 11:15:15.311701;302;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Timothy Zipfel;masculino;boleto
2024-10-01 13:09:13.009587;303;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Peggy Farrell;feminino;boleto
2024-10-01 14:04:17.520532;304;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Shawn Pope;masculino;cartão de crédito
2024-10-01 18:17:17.227525;305;Florianópolis;Gabriela Santos;Smartwatch Garmin;Sylvia Guthrie;feminino;boleto
2024-10-02 09:43:16.882262;306;São Paulo;Lucas Pereira;Tablet Apple Ipad;Katherine Black;feminino;pix
2024-10-02 10:06:14.794596;307;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Rebecca Hennon;feminino;dinheiro
2024-10-02 10:14:16.972627;308;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Andrew Brown;masculino;boleto
2024-10-02 10:19:12.959238;309;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Seth Notice;masculino;pix
2024-10-02 10:59:17.275053;310;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Evelyn Winter;feminino;dinheiro
2024-10-02 11:47:16.677417;311;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Katherine Stine;feminino;pix
2024-10-02 16:02:15.663635;312;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Mariana Fisher;feminino;pix
2024-10-02 16:33:16.719074;313;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Marva Mosier;feminino;boleto
2024-10-02 17:54:16.039368;314;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Pamela Webb;feminino;dinheiro
2024-10-03 08:50:18.010772;315;São Paulo;Ana Oliveira;Smartwatch Garmin;Kathy Bell;feminino;cartão de crédito
2024-10-04 07:47:15.686886;316;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Kevin Duncan;masculino;boleto
2024-10-04 08:20:13.112795;317;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Albert Dunleavy;masculino;boleto
2024-10-04 10:35:13.294060;318;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Kristy Harrison;feminino;boleto
2024-10-04 12:58:14.837776;319;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Donnie Chatman;masculino;boleto
2024-10-04 13:25:14.824478;320;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Douglas Gonzalez;masculino;dinheiro
2024-10-04 17:25:14.842824;321;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Thomas Reed;masculino;cartão de crédito
2024-10-04 17:53:12.992740;322;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Charles Wilkerson;masculino;dinheiro
2024-10-04 18:22:14.647396;323;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Patricia Wells;feminino;pix
2024-10-05 10:25:13.954333;324;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Harvey Corea;masculino;cartão de crédito
2024-10-05 12:46:13.963519;325;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Richard Campbell;masculino;dinheiro
2024-10-05 13:04:13.977641;326;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Robert Gurule;masculino;boleto
2024-10-05 14:00:13.937221;327;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;George Patrick;masculino;cartão de crédito
2024-10-05 14:03:13.673746;328;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Howard Watkins;masculino;dinheiro
2024-10-05 16:24:15.871688;329;Florianópolis;Tiago Lima;Smartwatch Garmin;Chris Brunton;masculino;pix
2024-10-05 17:44:12.992740;330;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Carolyn Snyder;feminino;pix
2024-10-06 09:44:13.573221;331;Florianópolis;Tiago Lima;Tablet Apple Ipad;Randy Nock;masculino;dinheiro
2024-10-06 12:02:13.199431;332;São Paulo;Lucas Pereira;Smartwatch Garmin;Donald Haywood;masculino;boleto
2024-10-06 15:20:15.443923;333;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Betty Booth;feminino;dinheiro
2024-10-06 15:45:13.758068;334;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Ellen Hillman;feminino;dinheiro
2024-10-07 14:17:17.035750;335;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Barbara Hanson;feminino;pix
2024-10-07 15:43:15.128622;336;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Robin Vaughn;feminino;cartão de crédito
2024-10-07 17:41:18.336588;337;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Marvin Gonzalez;masculino;cartão de crédito
2024-10-08 09:09:15.365248;338;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Nicole Lane;feminino;boleto
2024-10-08 13:00:18.128379;339;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Marjorie Dupree;feminino;dinheiro
2024-10-08 13:41:15.338899;340;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;John Alfonso;masculino;pix
2024-10-08 13:44:15.386578;341;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;William Cordero;feminino;cartão de crédito
2024-10-08 15:59:12.865295;342;São Paulo;Lucas Pereira;Tablet Apple Ipad;Jose Davis;masculino;dinheiro
2024-10-09 08:38:13.549028;343;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Kent Murdock;masculino;dinheiro
2024-10-09 09:58:13.976637;344;São Paulo;Lucas Pereira;Fone de Ouvido Sony;James Bishop;masculino;boleto
2024-10-09 11:32:17.170406;345;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Emma Cervantes;feminino;dinheiro
2024-10-09 13:27:14.995425;346;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Linwood Eis;masculino;dinheiro
2024-10-09 16:30:16.958438;347;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Timothy Manley;masculino;dinheiro
2024-10-10 08:30:14.928903;348;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Russell Hoskin;masculino;dinheiro
2024-10-10 09:20:13.983672;349;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Shirley Agro;feminino;pix
2024-10-10 11:37:14.895370;350;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Willie Cain;feminino;boleto
2024-10-10 13:08:16.131757;351;Porto Alegre;Mariana Gomes;Smartwatch Garmin;John Richardson;masculino;pix
2024-10-10 16:59:17.419541;352;São Paulo;Ana Oliveira;Smartwatch Garmin;Gregory Pedley;masculino;cartão de crédito
2024-10-10 18:07:14.690883;353;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Fern King;feminino;pix
2024-10-10 18:32:14.901878;354;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Helen Turner;feminino;pix
2024-10-11 07:56:17.521546;355;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Lee Keys;masculino;pix
2024-10-11 08:59:17.179415;356;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Desiree Rados;feminino;dinheiro
2024-10-11 09:54:14.237532;357;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Fred Mcnitt;masculino;cartão de crédito
2024-10-11 14:20:17.522549;358;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;David Cardoza;masculino;dinheiro
2024-10-11 16:17:14.976300;359;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Patricia Boshard;feminino;dinheiro
2024-10-11 16:47:12.829023;360;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Dorothy Hoyle;feminino;pix
2024-10-12 13:16:15.202210;361;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;James Howland;masculino;dinheiro
2024-10-12 13:33:17.148910;362;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Megan Hawthorne;feminino;pix
2024-10-12 15:29:15.321767;363;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Rodney Palmer;masculino;pix
2024-10-12 16:27:15.127619;364;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Fred Holloman;masculino;cartão de crédito
2024-10-13 14:23:15.096479;365;Florianópolis;Tiago Lima;Tablet Apple Ipad;Shirley Musser;feminino;cartão de crédito
2024-10-13 14:27:17.288369;366;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;James Galloway;masculino;dinheiro
2024-10-13 15:41:16.725079;367;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Laura Dan;feminino;dinheiro
2024-10-13 16:17:14.900877;368;São Paulo;Ana Oliveira;Smartwatch Garmin;Alicia Thomson;feminino;boleto
2024-10-13 17:06:15.439907;369;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Clyde Dwyer;masculino;dinheiro
2024-10-13 18:01:14.481328;370;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Heather Salafia;feminino;pix
2024-10-13 18:21:14.262981;371;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Denise Deck;feminino;cartão de crédito
2024-10-13 18:35:13.982669;372;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Brandon Tapia;masculino;boleto
2024-10-14 07:49:13.234836;373;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Duane Cullen;masculino;boleto
2024-10-14 08:48:14.355357;374;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Herbert Roberts;masculino;boleto
2024-10-14 09:21:17.966751;375;São Paulo;Lucas Pereira;Tablet Apple Ipad;John Humphrey;masculino;boleto
2024-10-14 12:07:15.444926;376;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Louise Zuchowski;feminino;boleto
2024-10-14 13:55:16.286286;377;São Paulo;Lucas Pereira;Smartwatch Garmin;Denise Dunn;feminino;pix
2024-10-14 14:35:15.353143;378;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Lindsey Aguilar;feminino;pix
2024-10-14 15:02:17.387458;379;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Wyatt Childers;masculino;dinheiro
2024-10-15 07:41:18.113244;380;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Alex Hodge;masculino;cartão de crédito
2024-10-15 13:21:14.415762;381;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Sarah Gatewood;feminino;pix
2024-10-16 11:10:15.671716;382;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Martha Chaffin;feminino;boleto
2024-10-16 11:44:17.262863;383;São Paulo;Ana Oliveira;Smartwatch Garmin;Kim Gilbert;feminino;cartão de crédito
2024-10-16 13:51:13.121937;384;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Chris Dinsmore;masculino;dinheiro
2024-10-16 14:50:18.232010;385;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Anne Weslowski;feminino;cartão de crédito
2024-10-16 15:21:16.180289;386;Florianópolis;Gabriela Santos;Smartwatch Garmin;Wesley Ware;masculino;cartão de crédito
2024-10-16 17:44:14.943916;387;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Mary Dux;feminino;cartão de crédito
2024-10-17 09:46:18.300646;388;Florianópolis;Tiago Lima;Fone de Ouvido Sony;James Stanton;masculino;dinheiro
2024-10-17 14:21:16.774201;389;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Robin Brown;feminino;dinheiro
2024-10-17 14:31:16.358595;390;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Nancy Price;feminino;pix
2024-10-17 17:27:12.838194;391;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Carl Marshall;masculino;cartão de crédito
2024-10-17 18:06:14.760246;392;São Paulo;Lucas Pereira;Tablet Apple Ipad;Christopher Murrell;masculino;dinheiro
2024-10-18 08:22:15.096479;393;São Paulo;Lucas Pereira;Tablet Apple Ipad;Charlotte Herman;feminino;cartão de crédito
2024-10-18 09:18:13.089016;394;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Peter Marler;masculino;pix
2024-10-18 14:02:16.505399;395;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Cara Felton;feminino;dinheiro
2024-10-18 14:28:14.813418;396;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Robert Stanfill;masculino;dinheiro
2024-10-18 16:44:14.723941;397;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Doris Evey;feminino;boleto
2024-10-18 18:38:14.758220;398;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Harold Tsosie;masculino;cartão de crédito
